Hotel Address,Hotel Name,Review
"14 Rue de la Réunion, 91140 Les Ulis, France",Hôtel First Inn Paris Sud - Les Ulis,"Excellent stop over. Clean rooms,comfortable beds,friendly staff. Breakfast is expensive for what's on offer 10 euros for basically cereal, toast,yogurt."
"14 Rue de la Réunion, 91140 Les Ulis, France",Hôtel First Inn Paris Sud - Les Ulis,"Clean rooms. There is no free wifi inside the room. There is a scam QR Code above the Interruptor!!. Be careful and dont sign in with your Credit card ""for 0€""!"
"14 Rue de la Réunion, 91140 Les Ulis, France",Hôtel First Inn Paris Sud - Les Ulis,Great services at fair prices. Hospitable and friendly staff as well. We got 3 standard rooms at the price of 2 available in other hotels in the city centre. Very ideal if you've got a car.
"14 Rue de la Réunion, 91140 Les Ulis, France",Hôtel First Inn Paris Sud - Les Ulis,"Simple, nice and clean! Had a good sleep and good breakfast. Enough parking places. Friendly manager too. Money well spent for the stop for the night."
"14 Rue de la Réunion, 91140 Les Ulis, France",Hôtel First Inn Paris Sud - Les Ulis,"Clean and simple rooms, safe parking. Breakfast was alright as well. Good for one night stops when travelling"
"14 Rue Ampère, 95500 Gonesse, France",Kyriad Direct Le Bourget - Gonesse,"First of all this hotel is very cheap and useful. Rooms is good, rooms climate is good. If you want to visit to some historical place you can go at least 20 km."
"14 Rue Ampère, 95500 Gonesse, France",Kyriad Direct Le Bourget - Gonesse,"Extremely expensive during Paris Airshow period. Considering the €200 per night the fact that the air conditioning was broken in several rooms (our party had 6 rooms, 3 of which had broken A/C units) was unacceptable. With daytime temperatures up to 37°C the rooms were like an oven in the evening. No real priority was given to fixing this. Breakfast buffet is also fairly limited. Outside of the show period this might be a reasonable option for budget travelers, with an appropriate price it could be an OK motel style option."
"14 Rue Ampère, 95500 Gonesse, France",Kyriad Direct Le Bourget - Gonesse,"Value for money though the place a little old. Decent breakfast, the location is little away from busy roads."
"14 Rue Ampère, 95500 Gonesse, France",Kyriad Direct Le Bourget - Gonesse,"Not an attractive exterior, but the bed and breakfast were very nice."
"14 Rue Ampère, 95500 Gonesse, France",Kyriad Direct Le Bourget - Gonesse,"Breakfast was OK, room was dated but the location was good for plane spotters"
"3 All. François Cevert, 91310 Linas, France",B&B HOTEL Montlhéry,"Clean hotel. Comfortable beds but air conditioning wasn’t working. Extremely hot.
Good shower. Good buffet breakfast.
Really helpful staff."
"3 All. François Cevert, 91310 Linas, France",B&B HOTEL Montlhéry,"The room was clean, the double bed way firm and very comfortable and the shower was fab.
We had a quiet nights sleep and felt refreshed to our onward drive to Toulouse. As we left at 05h30 we didn't have breakfast. The lady at reception was really helpful and made us feel welcome. An excellent stopover hotel!"
"3 All. François Cevert, 91310 Linas, France",B&B HOTEL Montlhéry,the person at the front desk was very friendly and helpful. The breakfast was more than enough and tasty. Rooms were clean and ok. Bad room a bit outdated but ok considering the price. I will definitely book there again in the future.
"3 All. François Cevert, 91310 Linas, France",B&B HOTEL Montlhéry,"Basically the room smelt  a lot the cigarets smoke. I don t understand even id it is a customer who did not respect rules previously that there is not a special treatment to clean the air or anyway block this room
We checked in at midnight it was not possible to change at time I assume

Vincent"
"3 All. François Cevert, 91310 Linas, France",B&B HOTEL Montlhéry,Good for just sleeping and going about your business in the area. Didn't try the breakfast so no idea what it's like. Reception staff decent and helpful.
"54 Rue de Paris, 95270 Chaumontel, France",Hotel Kyriad Chantilly Sud Luzarches,"Basic motel, great value for money.
Staff was polite and kind. When we got stuck outside at 3AM our room due to key issue, it took less than 4min for them to change it.
In term of motel per say, it is pretty basic, with a bed, a desk, wifi and a normal bathroom. Do not expect anything fancy. Room was super quiet."
"54 Rue de Paris, 95270 Chaumontel, France",Hotel Kyriad Chantilly Sud Luzarches,"Excellent, clean rooms, and well welcomed by the team."
"54 Rue de Paris, 95270 Chaumontel, France",Hotel Kyriad Chantilly Sud Luzarches,Yes  nice friendly place.   Good food
"54 Rue de Paris, 95270 Chaumontel, France",Hotel Kyriad Chantilly Sud Luzarches,"Good hotel, pricing is also competitive"
"54 Rue de Paris, 95270 Chaumontel, France",Hotel Kyriad Chantilly Sud Luzarches,Great value for money
"39/45 Av. du Président Kennedy, 91170 Viry-Châtillon, France",ibis budget Viry-Châtillon A6,"The worst customer service. They try their best to show you that they are doing you a favor specially the lady in the morning she seems underpaid and she does not want to do her job. She is so unpleasant person. The room is small, the bathroom is a nightmare, spiders …etc above all the staff , specially the day staff is the worst to see in the beginning of your day, bad attitude and bad customer service. It seems that they hire any body to do the front desk jobs which must be highly trained and with good manners, which is there is none AT ALL. Avoid do not waste your money on this."
"39/45 Av. du Président Kennedy, 91170 Viry-Châtillon, France",ibis budget Viry-Châtillon A6,Very reasonsble price for 3 adults.... Really clean. Good base to visit Versailles Paris and easy to navigste to the north west
"39/45 Av. du Président Kennedy, 91170 Viry-Châtillon, France",ibis budget Viry-Châtillon A6,"The Hotel is clean and the prices are fine. This is a good address for a quick break over night on a long journey or also as a starting point for visits to Paris area. I would come again, if I'm in that area."
"39/45 Av. du Président Kennedy, 91170 Viry-Châtillon, France",ibis budget Viry-Châtillon A6,"Helpful and friendly staff, shower was a bit awkward but otherwise perfect for short duration stays"
"39/45 Av. du Président Kennedy, 91170 Viry-Châtillon, France",ibis budget Viry-Châtillon A6,I didn’t like at all! It was in not a really good surrounding and the stuff was unfriendly. It was only to stop and rest a few hours... but I won’t do it again and I will not recommend this place to anyone
"3 Av. du 8 Mai 1945, 91100 Corbeil-Essonnes, France",B&B HOTEL Corbeil-Essonnes,Perfect for an overnight stop on our journey south. Automated check in for our early morning arrival and departure. Very reasonable price!
"3 Av. du 8 Mai 1945, 91100 Corbeil-Essonnes, France",B&B HOTEL Corbeil-Essonnes,We just needed a bed to rest between 2 trips so this was a good choice. However if I had to stay beyond 2 days or in the winter this is not a good spot.
"3 Av. du 8 Mai 1945, 91100 Corbeil-Essonnes, France",B&B HOTEL Corbeil-Essonnes,"It was very easy to check in also the room was clean and the price was affordable, I will Recommend"
"3 Av. du 8 Mai 1945, 91100 Corbeil-Essonnes, France",B&B HOTEL Corbeil-Essonnes,"I had a lovely time! Great night sleep, clean hotel and bedroom! Wonderful staff! Thanks for having me and will definitely recommend!"
"3 Av. du 8 Mai 1945, 91100 Corbeil-Essonnes, France",B&B HOTEL Corbeil-Essonnes,"Actually, very friendly staff. Low price. Beds were unbalanced. And there was some weird fight involving screaming women, bodies slamming against walls, men shouting and running up and down the walkways. I was up wondering what to use for defense if whatever the issue was came into our room. It seemed whoever it was was gone in the morning. Quite scary. The price and friendly staff were so nice, but I dont think I'd stay there again."
"2 Rue Jean Moulin, 95470 Saint-Witz, France",Hôtel Restaurant Campanile Saint Witz,"The hotel was chosen due to a convenient location to get the airport and also towards the motorway to Calais.
When we arrived, it was rather late and it was hard to say much about surrounding area rather than proximity of fast food places and maybe some shops.
The room was on the third floor, which was a bit painful with pushing the luggage up the stairs. Maybe there was an elevator, but we didn’t notice it and went up the stairs.
The room was tiny for the three of us, with a window in the ceiling, which made it look even smaller.
It was okay it terms of cleanliness.

Overall, nothing special and okayish value for the money.

I guess it is okay for one night stay, but I wouldn’t consider staying there for longer."
"2 Rue Jean Moulin, 95470 Saint-Witz, France",Hôtel Restaurant Campanile Saint Witz,Had a problem with the room (sheet torn and no kettle) but was all fixed when reported to reception. Good area as has a good selection of places to eat in the same compound. Breakfast was plentiful and topped up regularly so didn't go short of anything.
"2 Rue Jean Moulin, 95470 Saint-Witz, France",Hôtel Restaurant Campanile Saint Witz,"where there for a business trip with almost 10 persons, it's ok for business , normal rooms , but had a super week there due of the staff and certainly due of Flavie . she did a great job solving all our demands and always with a smile , thanks again for that"
"2 Rue Jean Moulin, 95470 Saint-Witz, France",Hôtel Restaurant Campanile Saint Witz,"They have a 3rd bed for kids that is not setup. They tell you you’ll find it under your bed and good luck. It’s not easy to put up you have to fold a desk to fit it. It doesn’t work easy, it needs force and there are no instructions.

Under the main bed (since I was forced to look for the child bed) it is dirty.. cigarette buts etc

Outside they have a very filthy pond for ducks. It smells from quite a distance.

I’m not at all impressed."
"2 Rue Jean Moulin, 95470 Saint-Witz, France",Hôtel Restaurant Campanile Saint Witz,"Not recommended if you're are rooms are located in first floor & above since there no lift, reception staff are not helpful in this regard to relocate to ground floor, please avoid in case you have luggage to cart"
"6 Rdpt Laurent Schwartz, 78310 Maurepas, France",B&B HOTEL Maurepas,"The hotel is really a budget hotel and you get what you pay for. I’ve cancelled the rest of my bookings with the B and B chain as my wife almost divorced me when she saw the tiny room and smelled the smoke in there. This place is better suited to passing road gangs and labourers than it is family’s or couples.

The location is strange. In theory, it should be good as there are shops and restaurants nearby, but in practice they are all empty. Like no one wants to go there!"
"6 Rdpt Laurent Schwartz, 78310 Maurepas, France",B&B HOTEL Maurepas,"Just to say Baptiste was an excellent host, and made us feel at home and very welcome. He is a real asset to your hotel, JD."
"6 Rdpt Laurent Schwartz, 78310 Maurepas, France",B&B HOTEL Maurepas,"I paid for a service that I did not get! Next time, I'll surely be thinking twice before making a booking using B&B hotels! The 24-hour assistance service was not helpful. I nearly got insulted."
"6 Rdpt Laurent Schwartz, 78310 Maurepas, France",B&B HOTEL Maurepas,"I liked the online check in, as a foreigner passing through this was very easy to use. The room was very basic but adequate, definitely needs updating. The bed was comfortable & the Wi-Fi was good speeds. The bathroom had a bit of a weird smell and very basic. The breakfast could of been better for 8 euros."
"6 Rdpt Laurent Schwartz, 78310 Maurepas, France",B&B HOTEL Maurepas,"Room was a bit cold, orherwise, nice"
"30 Av. de la Division Leclerc, 94260 Fresnes, France",IBIS BUDGET FRESNES,Vueling put us up here after a cancelled flight and whilst the staff were really helpful (taking me out to a small shop to buy infant formula) the rest of the experience was really lacking. The rooms did smell like cigarette smoke and the cot we were given and had to assemble was broken (and we weren’t given any bedding for it) meaning we had to have our 3 month old in our bed. Breakfast was better than expected tho.
"30 Av. de la Division Leclerc, 94260 Fresnes, France",IBIS BUDGET FRESNES,"Absolutely shocking!!!  got placed in this hell hole by Easyjet after they cancelled our flight back to the Bristol yesterday. The place was filthy and stank of cigarette smoke, I was unable to sleep at all due to the fact I wouldn't get into the bed so sat up in a chair all night. Could not wait to get out of the place couldn't even bring myself to have a shower and brush my teeth there, as there was to put it politely what looked to be human bodily fluids dried onto the tiles of the shower, waited until I got to the airport at least their bathrooms are clean! The hallway carpets looked like they hadn't seen a hoover since last Christmas and ironically there was a hoover at the end of the hallway! You couldn't make this up, Couldn't tell you what the breakfast was like as I didn't fancy a touch of food poisoning. Stay well away if you like cleanliness, knock yourself out if you like a smelly dirty pit."
"30 Av. de la Division Leclerc, 94260 Fresnes, France",IBIS BUDGET FRESNES,"This hotel is about 20 min away from the nearest train station and a total of 50 minutes to reach the center of Paris. The room was clean. Includes towels and soap. Breakfast was good, mainly pieces of cheese, ham, fruits, bread and some delicious croissants. When er first arrived the aisles and room smelled but that reside after 1 day or 2, I think the humidity was causing that. The hotel is located on a shadow neighborhood, the walk to the train station is very isolated."
"30 Av. de la Division Leclerc, 94260 Fresnes, France",IBIS BUDGET FRESNES,"Really good for a budget place.
Location depends on your priorities. Pretty close to the Orly Airport and far to the city of Paris.
The breakfast was diverse, fresh and excellent amount.
The staff exceeds my expectations."
"30 Av. de la Division Leclerc, 94260 Fresnes, France",IBIS BUDGET FRESNES,"Just checked in but it's exceeded expectations for a budget hotel. Clean  and nicely equipped. Very nice bathroom en suite. Reception very helpful.  Let's see what breakfast brings. It brought plentiful and varied food..meats, cheeses, cereals croissants etc. Fresh and very good value. Will stay here again."
"1/ 3 Rue Des Investisseurs, Za De La, Av. de la Plaine Haute, 91560 Crosne, France",hotelF1 Crosne Créteil,"For the price it is correct. Newly painted rooms, clean and a vending machine that sells non-alcoholic beer.

I think the manager has to deal with some difficult customers at this price range but he seems to do a good job under the circumstances.

There is also a park nearby."
"1/ 3 Rue Des Investisseurs, Za De La, Av. de la Plaine Haute, 91560 Crosne, France",hotelF1 Crosne Créteil,"Terrible stuff
Stupid rules
we arrived on 3 cars and they told us that we can not park 3 cars on parking becouse we live in 1 room. WHAT??
Will see how they will bring our money back. Every adventure which wanna visit Paris - don't stay in this Hotel. We are from Ukraine and i thought that they will let us in. We payed for hote... i can not understand what is the problem with parking place for 3 cars. Unbeiliveble"
"1/ 3 Rue Des Investisseurs, Za De La, Av. de la Plaine Haute, 91560 Crosne, France",hotelF1 Crosne Créteil,"For the prices its very good. The room was clean, the host is kind."
"1/ 3 Rue Des Investisseurs, Za De La, Av. de la Plaine Haute, 91560 Crosne, France",hotelF1 Crosne Créteil,"friendly stuff, clean rooms, small but good bathroom"
"1/ 3 Rue Des Investisseurs, Za De La, Av. de la Plaine Haute, 91560 Crosne, France",hotelF1 Crosne Créteil,"Poor service during a day, no receptionist"
"Rue Alcide De Gaspéri, Rue du Bois Briard Zac Le, 91080 Évry-Courcouronnes, France",hotelF1 Évry A6,"The hotel is part of the low cost range so bear that in mind when you want to book it and raise some expectations.

The room is decent, clean with a small TV in a corner. The showers and WC are shared (at least for the ""Side car"" type of rooms) but they are cleaned and generaly they have soap and toilet paper.
You do not have a towel in your room so you either bring it with you or buy one from the entrance (3 euros).

For the two euros that you pay extra for the breakfast you recieve just that, something basic."
"Rue Alcide De Gaspéri, Rue du Bois Briard Zac Le, 91080 Évry-Courcouronnes, France",hotelF1 Évry A6,Very basic. You will have to buy towel for 3 euros if you are not carrying one. Cabrio room is suitable for 1-2 persons to stay but very small. Not enough hangers in the room to put out your clothes. If you are just looking for a place to sray and do not bother about amenities this is enough.
"Rue Alcide De Gaspéri, Rue du Bois Briard Zac Le, 91080 Évry-Courcouronnes, France",hotelF1 Évry A6,"Simple, basic, clean motel just off the A6 highway. Just good for a night stopover. The room and bathroom had been renovated. Be warned they do not supply towels so you need to bring your own or you can purchase a microfiber one from them for 3€."
"Rue Alcide De Gaspéri, Rue du Bois Briard Zac Le, 91080 Évry-Courcouronnes, France",hotelF1 Évry A6,"Room and toilet was clean and ok for one night stay ... Shower was not as clean as it should be ... Breakfast was so poor - missing cheese, salami, fruits ... Not exciting, not offending ..."
"Rue Alcide De Gaspéri, Rue du Bois Briard Zac Le, 91080 Évry-Courcouronnes, France",hotelF1 Évry A6,"worst hotel ever, first night it took them 2h to do the check in since the room was still ocupied at 9pm, second day at the hotel and the only things I left into the room dissappeared after the cleaning service came (shoes and towel). Moreover, the service is really bad and does not care"
"Za De La Butte Au Berger, 91380 Chilly-Mazarin, France",hotelF1 Chilly-Mazarin Les Champarts,Nice rooms and incredibly friendly receptionists have made our stay in the hotel smooth.
"Za De La Butte Au Berger, 91380 Chilly-Mazarin, France",hotelF1 Chilly-Mazarin Les Champarts,"Friendly, helpful person at the front desk.
Room OK, except little details (dirty blanket, ripped bedding)
Hygiene in lavatorys not exeptabe: One toilet for the whole floor, the ground floating in water and dirt. Same situation in the shower.
Never again!"
"Za De La Butte Au Berger, 91380 Chilly-Mazarin, France",hotelF1 Chilly-Mazarin Les Champarts,"YOU HAVE TO PAY FOR EVERYTHING WHAT YOU WANT
EXAMPLE:

Bathroom 🚽
Shower 🚿
towel
Separated not included the room reservation

No AC
NO FAN
NOISY FROM AIRPORT

AIR-PLAN
UP TO 12 am

And they start again 6:00 am
Breakfast 3 types or 4 only

The reception guy so friendly and good to deal with"
"Za De La Butte Au Berger, 91380 Chilly-Mazarin, France",hotelF1 Chilly-Mazarin Les Champarts,"Amazing hotel to stay, friendly staff highly recommended."
"Za De La Butte Au Berger, 91380 Chilly-Mazarin, France",hotelF1 Chilly-Mazarin Les Champarts,"Just one word....terrible.
Bedsheets smelled like there was someone in the bed before. Rooms if they were cleaned they smell badly after chlorine....
And if you book 2 rooms and they say they have only 1 and the manager doesn't come with a solution..

If you booked here just cancel it!

And they don't speak any word English!"
"1 Allee Du Promenoir, PA d'Horloge, Rue du Petit Albi, 95800 Cergy, France",Hotel ibis budget Cergy Saint Christophe,"First things. There was an unlocked door to another room in our room. I walked in when I got back from getting food and it had someone’s stuff in it. They could have stolen everything in our room. I’m worried that they went through our stuff and there is nobody here to sort this issue out. I Will try to attach a picture.

The rudest staff I have ever experienced. We stayed here twice, first tone was fine, the second time we experienced the worst customer service I have ever seen. This was an older gentleman, with grey hair and glasses. We’ve been in France for weeks and have have a lovely time with every French person that we have met. This is not a reflection of French people, it is the reflection of a nasty and rude person. I Hope to not have to deal with him again.

The room is okay, but they forgot our towels. The lights weren’t working properly.

It’s a cheap and easy place in one of the worst neibourhoods. Doesn’t feel safe walking around at night, even too and from the train station is dark and dodgy."
"1 Allee Du Promenoir, PA d'Horloge, Rue du Petit Albi, 95800 Cergy, France",Hotel ibis budget Cergy Saint Christophe,Very clean. A nice breakfast. Very friendly staff. Secure but next to only one restaurant. The rooms are very small with sparse accommodations.  No coffee except for a vending machine. It is inexpensive and lives up to the name budget. But if you are looking for a quiet location this is it! Walking trail around a wooded pond next door
"1 Allee Du Promenoir, PA d'Horloge, Rue du Petit Albi, 95800 Cergy, France",Hotel ibis budget Cergy Saint Christophe,"Nice little motel, big rooms, standard ibis quality. Rooms are equipped with AC."
"1 Allee Du Promenoir, PA d'Horloge, Rue du Petit Albi, 95800 Cergy, France",Hotel ibis budget Cergy Saint Christophe,It was a pleasant stay as a stopover and closed to shopping and restaurants.
"1 Allee Du Promenoir, PA d'Horloge, Rue du Petit Albi, 95800 Cergy, France",Hotel ibis budget Cergy Saint Christophe,"If you are looking for a hotel with a small budget, this is the right place to be ;)"
"Rue des Petites Friches, 77340 Pontault-Combault, France",B&B HOTEL Pontault-Combault,"Shocking, rooms had no aircon as stated when booked “it’s been broken for months” the Wifi didn’t work, the room stank. Some of the other guests were harassing my 16 year and 13 year old daughters including banging on the door and trying to get them to come out of the room. Security did absolutely nothing even when the same guests were screaming and shouting at 4am waking up all the other guests. Hotel didn’t care about anything that had happened. It was basically tough luck."
"Rue des Petites Friches, 77340 Pontault-Combault, France",B&B HOTEL Pontault-Combault,Simple but comfortable motel to stay in. Short drive to Disney Paris. Breakfast is extra but convenient and good for the price.
"Rue des Petites Friches, 77340 Pontault-Combault, France",B&B HOTEL Pontault-Combault,"Brilliant for the price. I cannot fault it but remember it is a budget hotel.
Breakfast was good and had a decent variety from pastries and cereals to sausage, bacon and eggs. We will be back on our next trip to Disneyland as it was perfectly positioned for a bargain pre-park stay."
"Rue des Petites Friches, 77340 Pontault-Combault, France",B&B HOTEL Pontault-Combault,"As a foreign traveling to Paris, we were unaware the b&b we stayed at were actually a motel. Everything appeared to be dirty. The bathroom had water damage along side the wall. The AC did not work and thus was blowing warm air. The room was dark and had minimal lights. The wifi was good as we were one of the 5 people who unfortunately book this place. We did not dare to try the breakfast since we saw the condition and cleanliness of our room."
"Rue des Petites Friches, 77340 Pontault-Combault, France",B&B HOTEL Pontault-Combault,"Extremely disappointed. Left early the morning we checkout as we had to catch the ferry that day and realised shortly after that a pair of air pods had been  left in the room in the rush. Contacted the hotel before the actual check out time to ask if they could  be returned and received a very lazy response to say they couldn't be found and the cleaner possibly put them ""in with laundry"".  Not impressed at all.  Staff were zero help trying to get vending machines working that morning  too.  And very noisy late at night with people gathering outside rooms. Wouldn't recommend at all."
"89-93 Av. Paul Vaillant Couturier, 94250 Gentilly, France",JO&JOE Paris Gentilly,"Unaccustomed as I am to staying in hostels with a ""youth"" bent circumstances led me to this little gem. I had a bike and an urgent need to rest and sleep before an early start. This place provided all of the above plus friendly staff, good vibes and convenience.
Although I stayed in a dorm I suspect I was the smelliest resident (800km on a bike can do that) so no complaints from me but I suspect from others.
I won't be staying again - I'm too old for such things.
But I heartily recommend it.
Excellent noughties hip hop all evening too.
Brilliant."
"89-93 Av. Paul Vaillant Couturier, 94250 Gentilly, France",JO&JOE Paris Gentilly,"i didn’t enjoy my stay here. the “cabin” was highly unpleasant and stuffy. if you are claustrophobic especially avoid staying here. i myself had multiple asthma attacks here due to low / no ventilation inside the cabin. i consider it a health hazard. if you’re going to stay here, stay in a room for a group of people. those rooms are much more pleasant. the public showers were clogged and standing in rising, dirty water is not nice. and some toilets had no toilet paper at all which is not a nice surprise so check. the breakfast was decent, and the staff were helpful but it felt like you had to really try to get their attention if you wanted help. upon arrival i was waiting for ages before they acknowledged me."
"89-93 Av. Paul Vaillant Couturier, 94250 Gentilly, France",JO&JOE Paris Gentilly,"I enjoyed my stay at Jo&Joe. It was a lot nicer than other hostels I’ve been to.
Pros:
• Private shower and toilet.
• Lots of space in the bedroom to unpack suitcases
• Spacious bed spaces with power outlets in each pod
• Change room and mirrors
• Clean
• Age appropriate decoration- good vibes.
• Bar downstairs with nice courtyard.
• Good happy hour prices

Cons:
• location was about half an hour from the city centre.
• small bathroom and toilet but not a problem
• no bath mat provided- the floor was pretty wet
• air conditioning did not work during our stay, but we were provided with a fan upon request"
"89-93 Av. Paul Vaillant Couturier, 94250 Gentilly, France",JO&JOE Paris Gentilly,"This place exceeded my expectations in almost every way. It felt like we were staying in a hotel. The lockers were big enough to fit both my big suitcase and my backpack which was so useful. The room, bar area, and outdoor area had plenty of space and every space looks really well thought out and cool. So many nice and cool people and only a single train from the train station next to the hostel to get to the city centre. Would definitely stay again. 👍"
"89-93 Av. Paul Vaillant Couturier, 94250 Gentilly, France",JO&JOE Paris Gentilly,"a week ago on  Google
The Jo&Joe is such a great hostel! Super clean, spacious rooms and amazing bar and outdoor area. Would highly recommend anyone who is visiting Paris to stay here, whether your a solo traveller or travelling in a group!"
"Route De Champcueil Lieu-Dit, Les, Chem. des Champcueils, 91220 Brétigny-sur-Orge, France",hotelF1 Brétigny-sur-Orge,"Perfect for the weary traveller. Small room, ok for a night or two. Very clean, not well maintained ( toilet seat, tap loose .. ) but it's definitely clean. So, to sleep.. a mattress is good for two people, has heating, we have our own shower... No cons really."
"Route De Champcueil Lieu-Dit, Les, Chem. des Champcueils, 91220 Brétigny-sur-Orge, France",hotelF1 Brétigny-sur-Orge,"honestly, I thought I'd seen it all, but never a hotel as neglected as this one.  The rooms are horrendous, dirty and smelly.  Burnt cigarette marks everywhere, the musty smell mixed with cigarette smoke.  Small and unventilated rooms, in the days I was aware of I saw people going to their cars to rest until the night got cooler.  Of all the employees, only one girl stood out.  The rest a bunch of lazy people who don't care about the state of the hotel, allow people to drink water mixed with juice because they don't want to change the juice box, because they're busy smoking on the terrace. Breakfast is absolutely ridiculous,  one of the servants served burnt bread because he was distracted on the terrace and would not send it to the trash. A horrible experience!  A hotel with so much potential, to be wasted like that."
"Route De Champcueil Lieu-Dit, Les, Chem. des Champcueils, 91220 Brétigny-sur-Orge, France",hotelF1 Brétigny-sur-Orge,One of the best  budget brand hotels... Only flaw is common washroom for few types of rooms and towels chargeable...
"Route De Champcueil Lieu-Dit, Les, Chem. des Champcueils, 91220 Brétigny-sur-Orge, France",hotelF1 Brétigny-sur-Orge,"Worst employees ever, my driver went to book 2 or 4 rooms for his colleagues and asked the employee to make him invoices for all the bookings and the lazy employee refused and kicked out my driver, worst service on the planet, AVOID AT ALL COSTS!!!!!!"
"Route De Champcueil Lieu-Dit, Les, Chem. des Champcueils, 91220 Brétigny-sur-Orge, France",hotelF1 Brétigny-sur-Orge,Hello how are you doing today for your trip back home and your mom is doing good morning and I hope you are well too baby and I hope you are ashamed to speak about me and I am sorry I didn't make it happen again but you know that
"2 Rue De Montservon, 95500 Gonesse, France",ibis Gonesse,"We stayed for 2 nights whilst visiting Parc Astrix.  As a family of 6, 2 adults 4 kids, we booked 2 rooms because of how many of us there was but they unfortunately didn't put us adjoining and we were on separate floors. The rooms were small. The 3rd bed comes out from the wardrobe in the middle of the two other beds making it hard to fit a travel cot in as well but we managed. Apart from the really small rooms the hotel was nice. Clean and fresh and the staff we met were all really lovely. Easy to park outside and there's a restaurant next door open late too."
"2 Rue De Montservon, 95500 Gonesse, France",ibis Gonesse,Outstanding value for the money. Secure location with a dedicated parking for hotel guests. Great breakfast with a nice variety including hot and cold buffet items.
"2 Rue De Montservon, 95500 Gonesse, France",ibis Gonesse,"A little bit far away from everywhere, it's still possible to get there by bus directly frommporte de la Villette with bus 152 (alight at Zac des tulipes nord, then walk 300m to hotel).
There are actually 2 ibis hotels side by side sharing the same reception: budget and normal. The budget isnchraper, with smaller room, but equipped all the same. Staff is friendly, and my room had a view on the Eiffel tower 😋 (zoom 100).
Wifi works great, we had canal+ in the room and at the bar, so we could watch man city vs Real 👍.
Breakfast is good, 2 options : 5 € with a coffee/juice and pastry, or full breakfast at 11•90.
It's more convenient if you have a car, but still a good place to stay."
"2 Rue De Montservon, 95500 Gonesse, France",ibis Gonesse,The situation in the IBIS is unacceptable. The quality and the conditions of the rooms are below acceptable quality for Accor Group and the pricing you pay.
"2 Rue De Montservon, 95500 Gonesse, France",ibis Gonesse,During my stay at the hotel . The room was clean and very comfortable. Very nice reception staff.
"50 Rte de Port Royal des Champs, 78114 Magny-les-Hameaux, France",Zenitude Hôtel-Résidences - Versailles,"You can connect to any area with bus which is a little bit difficult specially on weekend but the room, staffs and facilities are great."
"50 Rte de Port Royal des Champs, 78114 Magny-les-Hameaux, France",Zenitude Hôtel-Résidences - Versailles,"Gorgeous place, but when we asked for various items, like second pillows, toilet roll, and the advertised air con, we were told that we couldn't have it"
"50 Rte de Port Royal des Champs, 78114 Magny-les-Hameaux, France",Zenitude Hôtel-Résidences - Versailles,"No air conditioning, no vegan options in the overpriced breakfast. They let you bring the bike in the room."
"50 Rte de Port Royal des Champs, 78114 Magny-les-Hameaux, France",Zenitude Hôtel-Résidences - Versailles,The facility serves its purpose a lot of permanent residents are families so sometimes noisy with kids. The cleaning of the rooms is not regularly done sometimes you have to ask despite it is included in contract.
"50 Rte de Port Royal des Champs, 78114 Magny-les-Hameaux, France",Zenitude Hôtel-Résidences - Versailles,The room was very dirty. There was fungus in the bathroom and it smelled awful. There was also a dirty stain on the bedsheets. We left the hotel after 10 minutes and booked somewhere else. Would never go back here.
"17 Rue le Corbusier, 95190 Goussainville, France",B&B HOTEL Goussainville CDG,"Typical basic budget hotel, TV but no fridge. About 15-20 min drive to the airport. I found my bed to be comfortable. You are under the flight path so there is plane noise at night. Bathroom was not perfectly clean but nothing that would kill  you."
"17 Rue le Corbusier, 95190 Goussainville, France",B&B HOTEL Goussainville CDG,"My partner and I are college students and this hotel was perfect for us, especially considering the breakfast buffet was very well priced. The only issues we had were that the design of the shower made it very hard to keep water from leaking out over the edge and the main comforter of the bed very easily clung to materials of darker colors (kind of rough/ gripping). The employees were amicable and understanding."
"17 Rue le Corbusier, 95190 Goussainville, France",B&B HOTEL Goussainville CDG,"Good service, nice sized room. Check in was smooth and the front desk lady answered all of our questions in a friendly manner.

The only problem was the shower. The water became a trickle after a couple minutes and barely came out."
"17 Rue le Corbusier, 95190 Goussainville, France",B&B HOTEL Goussainville CDG,"I had a stopover in Paris and looked for a hotel near the airport. I found this B&B and was delighted to have a good breakfast with excellent bred, yogurt, coffee etc. etc. But the very best is the leadership of the hotel who is very service oriented. I felt immediately well cared and at home. Merci beaucoup."
"17 Rue le Corbusier, 95190 Goussainville, France",B&B HOTEL Goussainville CDG,"I like the convenience of the hotel being very close to the hotel, however the bathroom and specially the shower didn't look clean so that's the only important downside I think more attention to cleanliness is needed, also the drinks machines were both broken (sodas and cafe)"
"11, Rue Marcelin Berthelot, Z.I Du, Rue du Vaulorin, 92160 Antony, France",ibis budget Antony Massy,"Best value for money in the area around Massy/Orly. The rooms are clean, and at correct luxury level of IBIS Budget (bathroom integrated in bedroom). Decent parking. Correct breakfast. Relatively quiet environment. Service is friendly."
